LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-122.251788,37.8546741,2718,PRINCE ST,,BERKELEY,,,94705,052 156304000,4ce618231828fc7f
-122.2760349,37.8548337,1625,JULIA ST,,BERKELEY,,,94703,053 160901300,d3d53af2258a220b
-122.245862,37.8546503,12,THE PLAZA DR,,BERKELEY,,,94705,064 424601601,d93037cbf85a4dd5
-122.2475859,37.8547452,3031,CLAREMONT AVE,,BERKELEY,,,94705,064 423901100,78d549901ab45935
-122.2625838,37.8548262,3024,DEAKIN ST,,BERKELEY,,,94705,052 158301100,67564da99e4b6376
-122.2698136,37.8549055,2939,OTIS ST,,BERKELEY,,,94703,053 159802100,8c4a7cdd880c5f5b
-122.2516612,37.8546823,2722,PRINCE ST,,BERKELEY,,,94705,052 156304100,e6d9c6ff8e9b1251
-122.2817187,37.8549741,2821,ACTON ST,,BERKELEY,,,94702,053 166801500,f2ef062094c07c69
-122.2456871,37.8546611,0,THE PLAZA DR,,BERKELEY,,,94705,064 424601803,440e1b624841ca63
-122.2682089,37.8548165,2016,ASHBY AVE,,BERKELEY,,,94703,053 159202000,02102a9c3addd600
-122.2612439,37.8547481,2320,WEBSTER ST,,BERKELEY,,,94705,052 157600600,95ad575d3d38b3ed
-122.2556039,37.8548147,3025,BATEMAN ST,,BERKELEY,,,94705,052 156003100,3fa120cc14879b4f
-122.2931435,37.8549356,830,GRAYSON ST,,BERKELEY,,,94710,053 165500318,b0c74835485b356e
-122.2915206,37.8549692,2812,EIGHTH ST,,BERKELEY,,,94710,053 165800503,bc16f760399435a9
-122.2384016,37.8545231,256,THE UPLANDS,,BERKELEY,,,94705,064 425503302,67c75e49acf31122
-122.2780768,37.8548716,1526,RUSSELL ST,,BERKELEY,,,94703,053 161002500,cbf1fa1d82f74629
-122.2707868,37.8549164,2935,M L KING JR WAY,,BERKELEY,,,94703,053 159902300,83b14ba9a13c2e58
-122.2358019,37.8546642,47,VICENTE RD,,BERKELEY,,,94705,064 423000103,1661d22abd28baeb
-122.2729769,37.8548771,2925,ELLIS ST,,BERKELEY,,,94703,053 160302501,0b8a148cebd7924a
-122.2826391,37.8549916,2815,PARK ST,,BERKELEY,,,94702,053 166701800,476c58c8abe1387f
-122.2759,37.8548513,1629,JULIA ST,,BERKELEY,,,94703,053 160901200,203aafa54498341a
-122.2455344,37.854671,24,THE PLAZA DR,,BERKELEY,,,94705,064 424601900,ec48b911a448a9a1
-122.2514976,37.8547096,2726,PRINCE ST,,BERKELEY,,,94705,052 156304200,6e00588e997ee2c5
-122.2725678,37.854923,2930,HARPER ST,,BERKELEY,,,94703,053 160301400,879fb78028cf01d2
-122.2904109,37.8550255,2816,NINTH ST,,BERKELEY,,,94710,053 165901100,0197708bb081baca
-122.2513351,37.8547214,2732,PRINCE ST,,BERKELEY,,,94705,052 156304300,958c2cdea83fb39f
-122.2531346,37.8548072,3032,COLLEGE AVE,,BERKELEY,,,94705,052 156201300,d363fa2c0ef059ca
-122.2453628,37.8546804,28,THE PLAZA DR,,BERKELEY,,,94705,064 424602000,1c10877c8369dfef
-122.2646946,37.8549032,3020,WHEELER ST,,BERKELEY,,,94705,053 158700600,dc94137fd06fce89
-122.2895822,37.8549393,2823,NINTH ST,,BERKELEY,,,94710,053 166003301,5b3156e2d42c9d67
-122.2661399,37.8549168,3007,SHATTUCK AVE,,BERKELEY,,,94705,053 158701800,62cdd73db430a4a0
-122.2393121,37.8546678,287,THE UPLANDS,,BERKELEY,,,94705,064 423201500,72c2179759a76e90
-122.2854694,37.8549513,1220,OREGON ST,,BERKELEY,,,94702,053 166400100,c46947738259b8ef
-122.2512051,37.8547299,2734,PRINCE ST,,BERKELEY,,,94705,052 156304400,ccbe4f1652ff4963
-122.2808097,37.8549929,2821,DOHR ST,,BERKELEY,,,94702,053 166901300,05238fc09bc3146f
-122.275766,37.8548694,1631,JULIA ST,,BERKELEY,,,94703,053 160901100,05e9f1958d409aa3
-122.2779398,37.8548954,1530,RUSSELL ST,,BERKELEY,,,94703,053 161002600,847f12072b6eab59
-122.2715279,37.8549659,2932,M L KING JR WAY,,BERKELEY,,,94703,053 160001200,01d07bbc3d6d841c
-122.245192,37.8546923,32,THE PLAZA DR,,BERKELEY,,,94705,064 424602100,c5b2c5d16c34ca8a
-122.2736187,37.8549532,2922,ELLIS ST,,BERKELEY,,,94703,053 160401100,211e64d29c341c3f
-122.2510809,37.8547395,2736,PRINCE ST,,BERKELEY,,,94705,052 156304500,8c712a2841220dfe
-122.2545856,37.8548331,3023,HILLEGASS AVE,,BERKELEY,,,94705,052 156102900,bb0e1fc23d5480fb
-122.2703649,37.8549473,2970,OTIS ST,COM,BERKELEY,,,94703,053 159903500,b67aa290d87e2479
-122.281381,37.8550185,2820,DOHR ST,,BERKELEY,,,94702,053 166800800,cbdbffbfe3fed91d
-122.2853484,37.8549681,1224,OREGON ST,,BERKELEY,,,94702,053 166400200,9e7c7d9b2607d07f
-122.2805557,37.8549391,1431,RUSSELL ST,,BERKELEY,,,94702,053 166901100,2ef382cbc077e0e8
-122.2509507,37.854745,2738,PRINCE ST,,BERKELEY,,,94705,052 156304600,a4777eeda0e1f254
-122.2679678,37.8548477,2024,ASHBY AVE,,BERKELEY,,,94703,053 159202100,9c37719437046bc2
-122.2450144,37.8546998,36,THE PLAZA DR,,BERKELEY,,,94705,064 424602200,284e84512ec47be0
-122.2561629,37.8548631,3021,REGENT ST,,BERKELEY,,,94705,052 157407700,f15d4d4b8ae6ed85
-122.2658735,37.8549264,2119,EMERSON ST,,BERKELEY,,,94705,053 158701301,71dc4222895529d9
-122.2778027,37.8549147,1534,RUSSELL ST,,BERKELEY,,,94703,053 161002700,9985955125643cad
-122.258874,37.8548747,3008,DANA ST,,BERKELEY,,,94705,052 157400400,ab2563e8253f33db
-122.2508109,37.8547551,2740,PRINCE ST,,BERKELEY,,,94705,052 156304700,1827d312556e0e60
-122.2852422,37.8549819,1228,OREGON ST,,BERKELEY,,,94702,053 166400300,2dc8f7ce89614ddb
-122.2908851,37.8550724,2815,EIGHTH ST,,BERKELEY,,,94710,053 165903100,a57c41131b5a89e7
-122.2608422,37.8548308,2326,WEBSTER ST,,BERKELEY,,,94705,052 157602300,2f476c63faa1feef
-122.2822982,37.8550374,2818,ACTON ST,,BERKELEY,,,94702,053 166700700,bc723e56fac6b575
-122.2804252,37.8549562,1433,RUSSELL ST,,BERKELEY,,,94702,053 166901000,224706bcec17390e
-122.2880771,37.855024,2828,SAN PABLO AVE,,BERKELEY,,,94702,053 166101301,927b6700d6c7fa82
-122.2447563,37.8547834,42,THE PLAZA DR,,BERKELEY,,,94705,064 424600100,b739812f33ac4131
-122.2641271,37.8548905,3017,WHEELER ST,,BERKELEY,,,94705,052 158403400,9c5ec2755f4ba150
-122.2506767,37.8547631,2742,PRINCE ST,,BERKELEY,,,94705,052 156304800,2d0584b9e26a649c
-122.2552316,37.8548606,3022,HILLEGASS AVE,,BERKELEY,,,94705,052 156001000,6bf0b501908710ea
-122.28515,37.8549945,1232,OREGON ST,,BERKELEY,,,94702,053 166400400,bac65ac0457d4bd5
-122.2755613,37.8548953,1635,JULIA ST,,BERKELEY,,,94703,053 160901001,e52ac05caa4487f3
-122.2419978,37.8547856,101,THE PLAZA DR,,BERKELEY,,,94705,064 424401600,2b255d906185e899
-122.2656872,37.8548694,2129,EMERSON ST,,BERKELEY,,,94705,053 158701200,2d664c881e685026
-122.2413751,37.8547067,80,EL CAMINO REAL,,BERKELEY,,,94705,064 424402200,54f6a7dfdd0d684d
-122.2746521,37.8550012,2916,KING ST,,BERKELEY,,,94703,053 160900401,58228543aee23d6b
-122.2677208,37.8548807,2024,ASHBY AVE,,BERKELEY,,,94703,053 159202200,f290ff87cad0fdeb
-122.2505422,37.8547694,2746,PRINCE ST,,BERKELEY,,,94705,052 156304900,bb437cbccdee2941
-122.2803006,37.8549686,1435,RUSSELL ST,,BERKELEY,,,94702,053 166900900,85d4dcb351e405df
-122.2776644,37.8549347,1538,RUSSELL ST,,BERKELEY,,,94703,053 161002800,9dc740ae7f93cfff
-122.2607076,37.8548461,2328,WEBSTER ST,,BERKELEY,,,94705,052 157602400,477f3e944c00a9e0
-122.263042,37.8549334,3019,FULTON ST,,BERKELEY,,,94705,052 158303300,6fe9417b6d10f294
-122.2916013,37.8550844,2810,EIGHTH ST,,BERKELEY,,,94710,053 165800502,4146ce857a87ef01
-122.2626084,37.8549392,3020,DEAKIN ST,,BERKELEY,,,94705,052 158301000,ba68822998a0696e
-122.2503853,37.8547797,2750,PRINCE ST,,BERKELEY,,,94705,052 156305000,529fcc89f82d29a6
-122.2719353,37.8549657,2927,HARPER ST,,BERKELEY,,,94703,053 160002400,d6e4d57127af15a9
-122.2740306,37.8550032,2915,KING ST,,BERKELEY,,,94703,053 160402900,074919ae91aec7f1
-122.2541822,37.8548845,3026,BENVENUE AVE,,BERKELEY,,,94705,052 156101000,2cb0807a14ee12b0
-122.2753535,37.8549238,1639,JULIA ST,,BERKELEY,,,94703,053 160900800,4c7758eb71c6aa25
-122.2817377,37.8550684,2819,ACTON ST,,BERKELEY,,,94702,053 166801600,7ce1a91de4bd0914
-122.2927123,37.8550212,2800,SEVENTH ST,,BERKELEY,,,94710,053 165500319,ace56de843ed8759
-122.2442528,37.8547366,1,NOGALES ST,,BERKELEY,,,94705,064 424500100,58581203cf151de1
-122.2775263,37.8549539,1542,RUSSELL ST,,BERKELEY,,,94703,053 161002900,a42bb735acf448b6
-122.2655175,37.8548903,2137,EMERSON ST,,BERKELEY,,,94705,053 158701100,cd5d8cb9990bf4ae
-122.2675484,37.8548983,2030,ASHBY AVE,,BERKELEY,,,94703,053 159202300,d75d42b6cddb7153
-122.2535541,37.8548695,3029,BENVENUE AVE,,BERKELEY,,,94705,052 156203100,a51cdb7ae82e3399
-122.2872694,37.8551052,2821,SAN PABLO AVE,,BERKELEY,,,94702,054 174202300,1c706efb20efbdf0
-122.2405448,37.8546648,99,EL CAMINO REAL,,BERKELEY,,,94705,064 424301600,38fd2e722d9934e7
-122.2470788,37.8547234,10,ENCINA PL,,BERKELEY,,,94705,064 423900800,e07f9c3a417f566d
-122.2891678,37.8550913,2818,TENTH ST,,BERKELEY,,,94710,053 166001600,0a59aa2528de5190
-122.2501877,37.8547917,2800,PRINCE ST,,BERKELEY,,,94705,052 156305100,5727d925b09a9989
-122.2849804,37.8550161,2800,MABEL ST,,BERKELEY,,,94702,053 166400500,3479609d28d5226e
-122.2730493,37.855023,2923,ELLIS ST,,BERKELEY,,,94703,053 160302700,e76cbb6207494d6e
-122.2440899,37.8547514,56,THE PLAZA DR,,BERKELEY,,,94705,064 424500200,90fb55e74ac62c7e
-122.2826583,37.8550868,2813,PARK ST,,BERKELEY,,,94702,053 166701900,70fb641a0d638dd3
-122.2752137,37.8549411,1641,JULIA ST,,BERKELEY,,,94703,053 160900700,810e7ca2acd6d050
-122.249991,37.8548035,2806,PRINCE ST,,BERKELEY,,,94705,052 156305200,104630f53d73c70f
-122.2698116,37.8550183,2935,OTIS ST,,BERKELEY,,,94703,053 159802200,be893b6c5ee18964
-122.2695309,37.854942,2982,ADELINE ST,,BERKELEY,,,94703,053 159801700,31558dddf8c767db
-122.2708027,37.8550257,2933,M L KING JR WAY,,BERKELEY,,,94703,053 159902400,f8e561dd0cdf29db
-122.2896413,37.855114,2817,NINTH ST,,BERKELEY,,,94710,053 166003403,95b4ee2ccfd2e894
-122.2439176,37.8547632,60,THE PLAZA DR,,BERKELEY,,,94705,064 424500300,f4b69db4d956ee20
-122.2773899,37.854977,2900,CALIFORNIA ST,,BERKELEY,,,94703,053 161000100,afc1520685701d4f
-122.2800033,37.8550188,1443,RUSSELL ST,,BERKELEY,,,94702,053 166902900,7032fe27c036121b
-122.2650327,37.8549356,2155,EMERSON ST,,BERKELEY,,,94705,053 158700800,ce1da40185b2e745
-122.2673786,37.854927,2034,ASHBY AVE,,BERKELEY,,,94703,053 159202400,f7abc69460d3ad72
-122.2498425,37.854812,2810,PRINCE ST,,BERKELEY,,,94705,052 156305300,885581eefe398b82
-122.2653493,37.8549127,2143,EMERSON ST,,BERKELEY,,,94705,053 158701000,0555581f90efb3a6
-122.2637013,37.8549566,3018,FULTON ST,,BERKELEY,,,94705,052 158400800,6d1127b1a0d658ea
-122.2728427,37.8550498,2928,HARPER ST,,BERKELEY,,,94703,053 160301300,69cee0907984330e
-122.280829,37.8550922,2819,DOHR ST,,BERKELEY,,,94702,053 166901400,f7f60192e544ec42
-122.2474829,37.8548701,3027,CLAREMONT AVE,,BERKELEY,,,94705,064 423901200,64056692b5eb5215
-122.290902,37.8551463,2813,EIGHTH ST,,BERKELEY,,,94710,053 165903200,3e40cf6cda2d2679
-122.2647135,37.854998,3016,WHEELER ST,,BERKELEY,,,94705,053 158700500,1aa80602125440da
-122.2437442,37.8547731,64,THE PLAZA DR,,BERKELEY,,,94705,064 424500400,4ee0437263a17348
-122.2397482,37.8548216,0,THE UPLANDS,,BERKELEY,,,94705,064 423201200,b4beae8a18bdbcca
-122.2750756,37.8549602,1645,JULIA ST,,BERKELEY,,,94703,053 160900600,1f5618a7aac48dda
-122.2493499,37.8548415,2818,PRINCE ST,,BERKELEY,,,94705,052 156305602,b511147e651ddb94
-122.2797141,37.8550622,1467,RUSSELL ST,,BERKELEY,,,94702,053 166902700,e4878e51531d5fdc
-122.2432321,37.8548017,76,THE PLAZA DR,,BERKELEY,,,94705,064 424500602,2156baa556bacf10
-122.2482004,37.8548933,3040,CLAREMONT AVE,,BERKELEY,,,94705,052 156300200,e1f8a5cbe52fde92
-122.2377541,37.8544526,166,TUNNEL RD,,BERKELEY,,,94705,064 425500400,f7c5a9ab5f888fe0
-122.2603335,37.8548226,3030,TELEGRAPH AVE,,BERKELEY,,,94705,052 157602701,62bb078bd90c271f
-122.2414857,37.8548102,78,EL CAMINO REAL,,BERKELEY,,,94705,064 424402100,940118a80a0660db
-122.2583737,37.8549814,3009,DANA ST,,BERKELEY,,,94705,052 157403700,260ce825b754c448
-122.2804749,37.8551362,2844,STANTON ST,,BERKELEY,,,94702,053 166900800,b0281a473024d917
-122.2491752,37.8548479,2820,PRINCE ST,COM,BERKELEY,,,94705,052 156320100,270537d022b1e1d0
-122.2620316,37.855027,3025,DEAKIN ST,,BERKELEY,,,94705,052 157701400,092606d083bccc41
-122.2430663,37.854811,80,THE PLAZA DR,,BERKELEY,,,94705,064 424500700,fc448170cc77091e
-122.2670353,37.8549738,2076,ASHBY AVE,,BERKELEY,,,94703,053 159202603,1a5c749b70da8320
-122.2559138,37.8549472,3020,BATEMAN ST,,BERKELEY,,,94705,052 157406600,c81b642393e845b3
-122.2489968,37.8548394,2828,PRINCE ST,,BERKELEY,,,94705,052 156305800,b6061e93f8876ada
-122.2746772,37.8551015,2912,KING ST,,BERKELEY,,,94703,053 160900300,55b91bc00f566349
-122.2552251,37.8549769,3018,HILLEGASS AVE,,BERKELEY,,,94705,052 156000900,1dffad719dd7a88e
-122.2428936,37.8548222,84,THE PLAZA DR,,BERKELEY,,,94705,064 424500800,f3633815646651c0
-122.2892034,37.8551952,2816,TENTH ST,,BERKELEY,,,94710,053 166001500,e85dd067643661a7
-122.2921873,37.8551474,906,GRAYSON ST,,BERKELEY,,,94710,053 165800100,218909414b8b1d5d
-122.2588776,37.8550276,3004,DANA ST,,BERKELEY,,,94705,052 157400300,6e87705709f31088
-122.2626272,37.855035,3018,DEAKIN ST,,BERKELEY,,,94705,052 158300900,4fe94b6fb029e2d3
-122.274046,37.8551065,2913,KING ST,,BERKELEY,,,94703,053 160403000,6dae1678c0ab3c5d
-122.2904406,37.8551544,2812,NINTH ST,,BERKELEY,,,94710,053 165901000,43753d3fa524175b
-122.2817545,37.8551625,2817,ACTON ST,,BERKELEY,,,94702,053 166801700,552d7239702e6e58
-122.248833,37.8548364,2832,PRINCE ST,,BERKELEY,,,94705,052 156305900,bf6c0ff1f1063cc2
-122.2872959,37.8551999,2819,SAN PABLO AVE,,BERKELEY,,,94702,054 174202400,cd3f4d215615f8d6
-122.2880668,37.8551632,2822,SAN PABLO AVE,,BERKELEY,,,94702,053 166101200,22552313278a0deb
-122.2427199,37.8548324,88,THE PLAZA DR,,BERKELEY,,,94705,064 424500900,13b2a60a3e8cebb3
-122.2425477,37.8548296,96,THE PLAZA DR,,BERKELEY,,,94705,064 424501000,e6b22cf1ed67e068
-122.2826758,37.8551786,2811,PARK ST,,BERKELEY,,,94702,053 166702000,64570b75fe8ce672
-122.2909387,37.855221,2811,EIGHTH ST,,BERKELEY,,,94710,053 165903300,a2e7eb3e2791ef86
-122.2487022,37.8548804,2836,PRINCE ST,,BERKELEY,,,94705,052 156306000,b6e76bfb5819ebbf
-122.2541937,37.8549944,3020,BENVENUE AVE,,BERKELEY,,,94705,052 156100900,6926e6830054683b
-122.2641584,37.8550413,3015,WHEELER ST,,BERKELEY,,,94705,052 158403500,57dd305f2217cbef
-122.2485867,37.8549108,2838,PRINCE ST,,BERKELEY,,,94705,052 156306100,291674d7ef4f80ea
-122.2920119,37.8551844,910,GRAYSON ST,,BERKELEY,,,94710,053 165800201,8d1f524b5ac3d1d5
-122.2406053,37.8548175,91,EL CAMINO REAL,,BERKELEY,,,94705,064 424301503,aa4c00e0a5e3b15c
-122.2647526,37.8550899,3012,WHEELER ST,,BERKELEY,,,94705,053 158700400,f9f3a1ba399ab5c4
-122.263066,37.855047,3017,FULTON ST,,BERKELEY,,,94705,052 158303400,fcf9bf8706543b35
-122.2808453,37.8551829,2819,DOHR ST,,BERKELEY,,,94702,053 166901500,362437c2357629df
-122.2768806,37.8550389,2901,CALIFORNIA ST,,BERKELEY,,,94703,053 160902200,edd7fdf70e949ef1
-122.2483772,37.8548594,3068,CLAREMONT AVE,,BERKELEY,,,94705,052 156300301,570610a7e3b96783
-122.2667669,37.8550103,3000,SHATTUCK AVE,,BERKELEY,,,94705,053 159200100,f4df0306fb2061f0
-122.240641,37.8548734,0,EL CAMINO REAL,,BERKELEY,,,94705,064 424301400,760954dbfeef8690
-122.2473222,37.8549771,0,CLAREMONT AVE,,BERKELEY,,,94705,064 423901300,8e2fdce4954b9b5b
-122.2694902,37.8551036,2970,ADELINE ST,,BERKELEY,,,94703,053 159801600,03700c7a3aab8213
-122.2719513,37.8551268,2923,HARPER ST,,BERKELEY,,,94703,053 160002500,78b291b27f0c237d
-122.2919108,37.8552056,912,GRAYSON ST,,BERKELEY,,,94710,053 165800202,19101c942d3f617b
-122.273002,37.8551393,2921,ELLIS ST,,BERKELEY,,,94703,053 160302800,2504614e09b5c5b1
-122.2357649,37.8548821,49,VICENTE RD,,BERKELEY,,,94705,064 423001200,19e7130b1ded892b
-122.2708114,37.8551374,2929,M L KING JR WAY,,BERKELEY,,,94703,053 159902500,7c2c8b66878073ee
-122.2698188,37.8551348,2929,OTIS ST,,BERKELEY,,,94703,053 159802300,0d37fd7410e2dd01
-122.2814163,37.8552069,2814,DOHR ST,,BERKELEY,,,94702,053 166800600,299f66bc81b90834
-122.2535686,37.8550078,3027,BENVENUE AVE,,BERKELEY,,,94705,052 156203200,5ec5b644c56dd301
-122.2969607,37.85492,0,GRAYSON ST,,BERKELEY,,,94703,054 175200300,8a8eefcd38f1aeb0
-122.2556023,37.854983,3019,BATEMAN ST,,BERKELEY,,,94705,052 156003200,93cb22d37f477af6
-122.2386292,37.8547761,260,THE UPLANDS,,BERKELEY,,,94705,064 425503600,c9b949b554351988
-122.2531554,37.8550246,3026,COLLEGE AVE,,BERKELEY,,,94705,052 156201100,87656bb893b3ad8d
-122.2725911,37.8551476,2924,HARPER ST,,BERKELEY,,,94703,053 160301100,ff5febc482ca0a60
-122.2896797,37.855216,2815,NINTH ST,,BERKELEY,,,94710,053 166003402,9b3e31886cab7e60
-122.2823318,37.8552229,2810,ACTON ST,,BERKELEY,,,94702,053 166700500,90eab676823814f8
-122.2765387,37.8550869,1614,RUSSELL ST,,BERKELEY,,,94703,053 160902300,534b31d1c9088bc3
-122.2469343,37.854898,6,ENCINA PL,,BERKELEY,,,94705,064 423900700,a01cd513c69953ec
-122.2562196,37.8550596,3015,REGENT ST,,BERKELEY,,,94705,052 157407900,73629349d4c0936f
-122.2585334,37.8550805,3005,DANA ST,,BERKELEY,,,94705,052 157403800,3fd1a0076d062d61
-122.2474475,37.8550227,3025,CLAREMONT AVE,,BERKELEY,,,94705,064 423901400,934305f1336371ad
-122.2481112,37.8550181,3032,CLAREMONT AVE,,BERKELEY,,,94705,052 156300100,c7136b26d5d3e655
-122.2736416,37.8551697,2912,ELLIS ST,,BERKELEY,,,94703,053 160400900,d13df9e2cecf1548
-122.2637275,37.8550956,3012,FULTON ST,,BERKELEY,,,94705,052 158400700,0487e418ba63a3bb
-122.2715326,37.8551707,2928,M L KING JR WAY,,BERKELEY,,,94703,053 160001000,622d9500c5b50b2a
-122.2620514,37.8551166,3023,DEAKIN ST,,BERKELEY,,,94705,052 157701500,8bb5b35502e35149
-122.2799096,37.8552149,2853,STANTON ST,,BERKELEY,,,94702,053 166902600,b1c5aa5a5cb95ad9
-122.2892314,37.8552753,2814,TENTH ST,,BERKELEY,,,94710,053 166001400,cd68a71cecd6aee2
-122.2546145,37.8550535,3019,HILLEGASS AVE,,BERKELEY,,,94705,052 156103100,4a3ca4298d5c220d
-122.2703924,37.8551678,2928,OTIS ST,COM,BERKELEY,,,94703,053 159903900,a788d6c5706c8498
-122.2626444,37.855127,3016,DEAKIN ST,,BERKELEY,,,94705,052 158300800,187108f2662b0ac5
-122.2400432,37.8548125,295,THE UPLANDS,,BERKELEY,,,94705,064 423201300,d45d8bef62e84bf2
-122.252621,37.8550443,2701,PRINCE ST,,BERKELEY,,,94705,052 156409200,cc25a2e3fc4a9501
-122.2409157,37.8549119,85,EL CAMINO REAL,,BERKELEY,,,94705,064 424301303,be81ed1a06df9e86
-122.2917493,37.855238,914,GRAYSON ST,,BERKELEY,,,94710,053 165800303,11d6f225f46fc91d
-122.2394423,37.8549314,299,THE UPLANDS,,BERKELEY,,,94705,064 423201000,c68012bdcfad1a52
-122.2415921,37.8549197,74,EL CAMINO REAL,,BERKELEY,,,94705,064 424402000,a5c73062e17c933e
-122.2873241,37.8552912,2815,SAN PABLO AVE,,BERKELEY,,,94702,054 174202500,fb2d2c2d7c33f43a
-122.2804983,37.8552378,2842,STANTON ST,,BERKELEY,,,94702,053 166900700,19d19bfc70db3068
-122.2763092,37.8551193,1616,RUSSELL ST,,BERKELEY,,,94703,053 160902401,12a3a134ba7cf143
-122.2904822,37.8552876,2808,NINTH ST,,BERKELEY,,,94710,053 165900900,ea1a6d9f1e47f7c0
-122.2524129,37.8550566,2707,PRINCE ST,,BERKELEY,,,94705,052 156403100,6ed72a4c62df2b8f
-122.2746888,37.8552058,2910,KING ST,,BERKELEY,,,94703,053 160900202,d8e94b8bc0171e85
-122.2740566,37.8552069,2911,KING ST,,BERKELEY,,,94703,053 160403100,a58985e233853da7
-122.2870656,37.8552216,1109,OREGON ST,,BERKELEY,,,94702,054 174202200,c33938b224d0c684
-122.2552381,37.8550882,3016,HILLEGASS AVE,,BERKELEY,,,94705,052 156000800,af871de62d076561
-122.2730137,37.8552252,2917,ELLIS ST,,BERKELEY,,,94703,053 160302900,e8cc864907c0a448
-122.2826965,37.8552719,2807,PARK ST,,BERKELEY,,,94702,053 166702100,6f9cfac8eb744857
-122.2661778,37.855088,3001,SHATTUCK AVE,,BERKELEY,,,94705,053 158702003,86fccdc2642bfb07
-122.2593262,37.8549513,3031,TELEGRAPH AVE,COM,BERKELEY,,,94705,052 157410400,ab42040be49ab2ed
-122.264792,37.8551733,3008,WHEELER ST,,BERKELEY,,,94705,053 158700300,93bc903c8b202897
-122.2642252,37.8551613,3009,WHEELER ST,,BERKELEY,,,94705,052 158403600,eb06a96f58be965f
-122.2817757,37.8552662,2815,ACTON ST,,BERKELEY,,,94702,053 166801800,55c15972540536f9
-122.2791917,37.8551795,1505,RUSSELL ST,,BERKELEY,,,94703,053 167201000,c47039f33d39f012
-122.2869488,37.8552388,1115,OREGON ST,,BERKELEY,,,94702,054 174202100,506dba911a08f205
-122.2760937,37.855149,1620,RUSSELL ST,,BERKELEY,,,94703,053 160902600,6da05f61dd4f0cc7
-122.2559566,37.8551114,3016,BATEMAN ST,,BERKELEY,,,94705,052 157406500,b4211db989bfe0d0
-122.2542071,37.855105,3016,BENVENUE AVE,,BERKELEY,,,94705,052 156100800,b365e2465a73971d
-122.2349096,37.8547876,54,VICENTE RD,,BERKELEY,,,94705,064 423100809,f2d2c5941e1049fe
-122.2808659,37.8552809,2815,DOHR ST,,BERKELEY,,,94702,053 166901600,74857efdc4485225
-122.2897431,37.8553231,2811,NINTH ST,,BERKELEY,,,94710,053 166003504,0c80804e05ce01e9
-122.2868208,37.8552532,1117,OREGON ST,,BERKELEY,,,94702,054 174202000,71a2a5a4103be930
-122.2589193,37.8551463,3000,DANA ST,,BERKELEY,,,94705,052 157400200,d0bba928ccbdea02
-122.2915219,37.855284,920,GRAYSON ST,,BERKELEY,,,94710,053 165800304,d1aceda7503c9965
-122.2790724,37.8551984,1507,RUSSELL ST,,BERKELEY,,,94703,053 167200900,d742cf706797ce54
-122.2881071,37.8552967,2820,SAN PABLO AVE,,BERKELEY,,,94702,053 166101100,6bc99bce16e5131c
-122.2659237,37.8551242,2110,ASHBY AVE,,BERKELEY,,,94705,053 158702001,caa55d10505e22a6
-122.2381028,37.8548463,156,TUNNEL RD,,BERKELEY,,,94705,064 425500301,703bd2bd99b2540a
-122.2759334,37.8551732,1626,RUSSELL ST,,BERKELEY,,,94703,053 160902700,1e18cff10f18178a
-122.2420486,37.8549608,99,THE PLAZA DR,,BERKELEY,,,94705,064 424401700,305151c0da538296
-122.271967,37.8552528,2919,HARPER ST,,BERKELEY,,,94703,053 160002600,e98c6605596fe356
-122.2823517,37.8553174,2806,ACTON ST,,BERKELEY,,,94702,053 166700400,56b7ba44028ae59e
-122.2698046,37.8552472,2927,OTIS ST,COM,BERKELEY,,,94703,053 159803400,4d2f1cdc445cd0b6
-122.269461,37.855215,2964,ADELINE ST,,BERKELEY,,,94703,053 159801500,a28df62b474cf342
-122.2406049,37.8549946,92,OAK RIDGE RD,,BERKELEY,,,94705,064 424301301,092126492fa89b3d
-122.2556189,37.855151,3017,BATEMAN ST,,BERKELEY,,,94705,052 156003300,f9f95bee644fc956
-122.2708282,37.8552501,2923,M L KING JR WAY,,BERKELEY,,,94703,053 159902600,01abf33af26e8ad6
-122.2814358,37.8553114,2812,DOHR ST,,BERKELEY,,,94702,053 166800500,c7505b2c30453382
-122.2736492,37.8552702,2910,ELLIS ST,,BERKELEY,,,94703,053 160400800,3330bdae18bab6db
-122.2726004,37.8552582,2918,HARPER ST,,BERKELEY,,,94703,053 160301000,a792b9b0427f78f0
-122.2757912,37.8551927,1630,RUSSELL ST,,BERKELEY,,,94703,053 160902800,87d3121344544fa3
-122.2531621,37.8551359,3020,COLLEGE AVE,,BERKELEY,,,94705,052 156201000,4972cc2822b58277
-122.2657283,37.8551485,2112,ASHBY AVE,,BERKELEY,,,94705,053 158702100,0cfbc1d6058cd442
-122.2630951,37.8551855,3013,FULTON ST,,BERKELEY,,,94705,052 158303500,95030c3d94885b60
-122.235722,37.8550101,51,VICENTE RD,,BERKELEY,,,94705,064 423001100,55b7482a78dc3bbc
-122.2799479,37.8553158,2843,STANTON ST,,BERKELEY,,,94702,053 166902500,bfbd5b658417432b
-122.2715458,37.8552788,2920,M L KING JR WAY,,BERKELEY,,,94703,053 160000900,b90ae4436006f15b
-122.2620693,37.8552131,3021,DEAKIN ST,,BERKELEY,,,94705,052 157701600,a4dbc2ee191de3ed
